case_id,pointwise_empirical_50,pointwise_empirical_90,curve_bias_full,curve_mae_full,curve_rmse_full,curve_bias_first,curve_mae_first,curve_rmse_first,curve_bias_second,curve_mae_second,curve_rmse_second,second_minus_first_rmse,second_minus_first_mae,split_mode,split_idx,tau_used,true_beta,true_gamma,true_R0,true_beta_timeavg,true_beta_infweighted,true_R0_timeavg,true_R0_infweighted,beta_ref_mode,beta0,gamma,tau,kappa,severity
10,0.62,0.96,-0.0011169950338080525,0.014498540312051772,0.018280340967387232,0.00014565088268783357,0.015343828920137,0.018398455449359048,-0.002599231544477136,0.013506244989516943,0.018140703566363464,-0.0002577518829955834,-0.001837583930620057,tau,27,27,0.5863537819095646,0.1551854573827073,3.7784067643886288,0.5863537819095646,0.8081805612343382,3.7784067643886288,5.207836964009204,time_avg,0.8374964213564154,0.1551854573827073,27,0.3481019790116562,strong
11,0.66,0.94,-0.0056754652020754295,0.013910799358855001,0.01785829345709877,-0.007577744033187628,0.014737052097916602,0.020225695396350708,-0.0051998954942973795,0.013704236174089602,0.017215650377877985,-0.0030100450184727227,-0.0010328159238270004,tau,10,10,0.4310082446290822,0.4142892524820762,1.0403558432830196,0.4310082446290822,0.47705390557383714,1.0403558432830196,1.1514995928948855,time_avg,0.6474256580029935,0.4142892524820762,10,0.5821577915959917,strong
12,0.62,0.92,-0.004539560725606862,0.014375872389719007,0.020490118040583857,-0.010767463103143705,0.018903548958607845,0.026102812598061655,-0.001036365638242387,0.011829054319719035,0.016514978056223626,-0.00958783454183803,-0.0070744946388888105,tau,18,18,0.38497413725119783,0.2540985352126566,1.5150584670982488,0.38497413725119783,0.4937584435945423,1.5150584670982488,1.9431770560240063,time_avg,0.5994305981110294,0.2540985352126566,18,0.44098913010206364,strong
13,0.48,0.86,-0.0017770528886467218,0.017675513410940768,0.022793757867378972,-0.010571591388434172,0.018050796519964933,0.024012151489433083,0.007017485611140728,0.0173002303019166,0.021506449643814256,-0.0025057018456188275,-0.000750566218048334,tau,25,25,0.30425062524912716,0.15368390653517353,1.9797168884400627,0.30425062524912716,0.3384591722932522,1.9797168884400627,2.202307189632698,time_avg,0.4130429568877796,0.15368390653517353,25,0.47321541343599083,strong
14,0.6,0.9,-0.003953916587051936,0.014582591656944715,0.018504460456184348,-0.010769692482426763,0.017463574677498803,0.020896920905383205,-0.00012004264590359526,0.012962038707883039,0.0170114753354715,-0.003885445569911706,-0.004501535969615764,tau,18,18,0.47248158664963014,0.184024715982677,2.5674898294319703,0.47248158664963014,0.6332383178239982,2.5674898294319703,3.4410503743617107,time_avg,0.7246202710627209,0.184024715982677,18,0.4563128991441727,strong
15,0.64,0.96,-0.003202794823155273,0.013749738507613074,0.017772968494704524,-0.0008137145989828489,0.018068040858700195,0.020803160832235473,-0.005079929285005035,0.010356786660330337,0.014967759926668987,-0.005835400905566486,-0.007711254198369858,tau,22,22,0.6654779299514977,0.19389193396296361,3.4322104914308316,0.6654779299514977,0.8757221140979805,3.4322104914308316,4.516547419993537,time_avg,0.9051074483412495,0.19389193396296361,22,0.5272275628140886,strong
16,0.56,0.9,-0.005876531133253593,0.014884526466194075,0.020285960413705176,-0.004042378083492319,0.01918761846954348,0.0226965929109914,-0.008029667322103784,0.009833070636175209,0.017026010270228775,-0.005670582640762624,-0.009354547833368271,tau,27,27,0.5783125763567015,0.42179631479061813,1.371070718443282,0.5783125763567015,0.7291619194083412,1.371070718443282,1.7287062353076768,time_avg,0.740246937946567,0.42179631479061813,27,0.52444082805116,strong
17,0.86,1.0,-0.0010652178392047062,0.007766561104799621,0.009492041346445207,-0.002420933108872057,0.008716420184513978,0.010501035065945666,-1.298446607376848e-08,0.007020243256452626,0.008616769825036393,-0.001884265240909273,-0.0016961769280613515,tau,22,22,0.21249644560540915,0.40585461416976637,0.5235777497321326,0.21249644560540915,0.30440632828441117,0.5235777497321326,0.7500378649313075,time_avg,0.3123512109611524,0.40585461416976637,22,0.42912953516746366,strong
18,0.56,0.96,-0.0011454340728232638,0.012756624314351938,0.015534409179532561,-0.0019663956123762406,0.014006345192543589,0.01663959892593892,-0.0002560590716408721,0.011402760029644318,0.014240656095955333,-0.002398942829983588,-0.0026035851628992707,tau,26,26,0.29354286819891223,0.2478963552731846,1.1841354741800243,0.29354286819891223,0.36469406607705745,1.1841354741800243,1.4711554176549326,time_avg,0.43795130167305996,0.2478963552731846,26,0.3130494145768453,strong
19,0.62,0.98,-0.0035580447170650586,0.01270827721862588,0.016291045886992442,-0.0047888728103747495,0.01717790571580592,0.02058663249648989,-0.002803666208262345,0.009968827494547793,0.012973334303224083,-0.007613298193265809,-0.007209078221258125,tau,19,19,0.5097054259401799,0.1610967732962836,3.1639704229379397,0.5097054259401799,0.6529744503540308,3.1639704229379397,4.053305581441428,time_avg,0.7313359580150246,0.1610967732962836,19,0.5112115079218169,strong
20,0.48,0.92,0.0021783787198364733,0.016258935425430537,0.01989882489806076,-0.005939816082404418,0.016703633972528307,0.019563695301366354,0.008556960350168603,0.01590952942413943,0.020158232802009787,0.0005945375006434321,-0.0007941045483888763,tau,22,22,0.3391604669289579,0.10967194134528829,3.092499893488289,0.3391604669289579,0.3616538964844443,3.092499893488289,3.2975972892266268,time_avg,0.4449378633814678,0.10967194134528829,22,0.5754728390265875,strong
