case_id,tau,pointwise_empirical_50,pointwise_empirical_90,curve_bias_full,curve_mae_full,curve_rmse_full,curve_bias_pre,curve_mae_pre,curve_rmse_pre,curve_bias_post,curve_mae_post,curve_rmse_post,post_minus_pre_rmse,post_minus_pre_mae,true_beta,true_gamma,true_R0,rho0,eta,severity
62,21,0.9,1.0,9.232216223608702e-05,0.00814117691537831,0.011551977449852226,0.0014610904230115314,0.007199519726869073,0.009838019135409532,-0.0008988548541875107,0.008823066603609136,0.012648960866973182,0.002810941731563649,0.0016235468767400625,0.20285047800028738,0.4781969812393401,0.42419857497753555,1.0,0.3165549342755216,strong
63,24,0.78,0.98,-0.005196250810986385,0.011234469640767202,0.015243144372953833,-0.00835692286879445,0.0135288240465646,0.018105078902392175,-0.0022787073730097082,0.009116604035415758,0.012010603246957364,-0.006094475655434811,-0.004412220011148842,0.5242790298075912,0.44387714482598806,1.181135446865873,1.0,0.4003343197374062,strong
64,28,0.54,0.96,-0.0049084714915079534,0.013952895505790366,0.01726854515865211,-0.006686205327111695,0.015336977018575584,0.018775961851116362,-0.002645901155285008,0.012191337216790998,0.015134403581143142,-0.0036415582699732205,-0.0031456398017845853,0.6474246208560361,0.4175640940697364,1.5504796270818997,1.0,0.4980745821111535,strong
65,25,0.66,1.0,-0.007020196992671117,0.014714239897439257,0.019048764335232466,-0.009041677850764245,0.01577920503215864,0.02139025310807433,-0.00499871613457799,0.01364927476271987,0.016375833333634213,-0.005014419774440115,-0.002129930269438772,0.28656061370442476,0.24004440341275074,1.1937816905136942,1.0,0.5157526468564253,strong
66,28,0.6,0.92,-0.006169088340830058,0.013741380290593953,0.017640978588332693,-0.00737859882480864,0.01359493114120726,0.017455088844346878,-0.004629711361220953,0.013927770117086104,0.017874769844554425,0.0004196810002075474,0.00033283897587884324,0.5254720932852402,0.39769861706346826,1.3212821738361258,1.0,0.5693746085914226,strong
67,23,0.66,0.96,-0.007954781269654631,0.0175457810703665,0.02257170986860639,-0.0056589541794813195,0.015377897485766722,0.0206039517993965,-0.009910485827950415,0.019392496716507054,0.02412166632912973,0.003517714529733231,0.004014599230740332,0.1549137436716632,0.09458994062880315,1.6377401512449108,1.0,0.31071689380225853,strong
68,18,0.78,0.94,-0.005107021710864501,0.010784662471414776,0.014503264150544322,-0.0054251916250602035,0.013163361816421255,0.016547710818200157,-0.004928051134129419,0.009446644089848633,0.013214991902207594,-0.003332718915992563,-0.003716717726572623,0.4348272765496711,0.46732490098788243,0.9304603192136471,1.0,0.36187107955503567,strong
69,18,0.52,0.76,-0.00576472615415696,0.021486115925363265,0.03136881194373605,-0.026043717387235828,0.0349939600047138,0.04366342411271365,0.005642206414449902,0.013887953630728589,0.021566188266903763,-0.022097235845809887,-0.021106006373985214,0.6120805894790488,0.18991649643874664,3.2228932238988612,1.0,0.47192636947429756,strong
70,12,0.62,0.84,-0.008911013195411216,0.017292688343786722,0.027733379603333254,-0.03396847052499652,0.037248230849703155,0.04772530753841346,-0.0009981319334369083,0.010990938078760481,0.017109982816669297,-0.030615324721744164,-0.026257292770942672,0.9176923350864634,0.33041321248482114,2.7774081072155106,1.0,0.3856939457378366,strong
71,11,0.64,0.98,-0.004793288668151945,0.011959509977605193,0.01507710978378976,-0.003748254088515585,0.013254789254543457,0.016890478707310527,-0.005088042011126303,0.0115941747969303,0.014524771935222829,-0.002365706772087698,-0.001660614457613157,0.41678071421493534,0.36949673403386457,1.127968601142594,1.0,0.4606110108132866,strong
